revdisp;sali;sali0;sali1;irpp
69462.1875;88754;88353.4136546;401.606425703;-19048.4980469
69715.1953125;89156;88755.0200803;401.606425703;-19196.5214844
69967.6171875;89557;89156.626506;401.606425703;-19344.1328125
70220.625;89959;89558.2329317;401.606425703;-19492.15625
70473.046875;90360;89959.8393574;401.606425703;-19639.7695312
70726.046875;90762;90361.4457831;401.606425703;-19787.7929688
70979.46875;91164;90763.0522088;401.606425703;-19935.4042969
71231.890625;91565;91164.6586345;401.606425703;-20083.0175781
71475.7421875;91967;91566.2650602;401.606425703;-20226.0683594
71703.625;92368;91967.8714859;401.606425703;-20359.4082031
71932.4453125;92770;92369.4779116;401.606425703;-20492.7109375
